structure,last phdos peak,sg_symbol,sg_number
"Full Formula (Ba2 I2 F2)
Reduced Formula: BaIF
abc   :   4.722230   4.722230   8.098809
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  I     0.25  0.25  0.651651
  3  I     0.75  0.75  0.348349
  4  Ba    0.75  0.75  0.829174
  5  Ba    0.25  0.25  0.170826",242.58575979317874,P4/nmm,129
"Full Formula (K2 Pd1 Cl4)
Reduced Formula: K2PdCl4
abc   :   4.216236   7.158844   7.158844
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Cl    0    0.230457  0.769543
  1  Cl    0    0.230457  0.230457
  2  Cl    0    0.769543  0.769543
  3  Cl    0    0.769543  0.230457
  4  K     0.5  0.5       0
  5  K     0.5  0         0.5
  6  Pd    0    0         0",331.5857527264192,P4/mmm,123
"Full Formula (Sr2 Cl2 F2)
Reduced Formula: SrClF
abc   :   4.181176   4.181176   7.019690
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Cl    0.25  0.25  0.643007
  3  Cl    0.75  0.75  0.356993
  4  Sr    0.75  0.75  0.798826
  5  Sr    0.25  0.25  0.201174",317.58575383804435,P4/nmm,129
"Full Formula (Na2 Bi2 O4)
Reduced Formula: NaBiO2
abc   :   5.204081   5.204081   5.968585
angles:  64.588441  64.588441  89.430170
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.86544   0.70611   0.245847
  1  O     0.29389   0.13456   0.254153
  2  O     0.70611   0.86544   0.745847
  3  O     0.13456   0.29389   0.754153
  4  Na    0.626635  0.373365  0.75
  5  Na    0.373365  0.626635  0.25
  6  Bi    0.884324  0.115676  0.25
  7  Bi    0.115676  0.884324  0.75",543.8612030793709,C2/c,15
"Full Formula (Cs1 Ge1 Cl3)
Reduced Formula: CsGeCl3
abc   :   5.518274   5.518274   5.518274
angles:  89.844000  89.844000  89.844000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.050606  0.503279  0.503279
  1  Cl    0.503279  0.503279  0.050606
  2  Cl    0.503279  0.050606  0.503279
  3  Ge    0.486762  0.486762  0.486762
  4  Cs    7.4e-05   7.4e-05   7.4e-05",273.5857573317232,R3m,160
"Full Formula (Cs1 I1 Cl2)
Reduced Formula: CsICl2
abc   :   5.624418   5.624418   5.624418
angles:  71.499353  71.499353  71.499353
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.706493  0.706493  0.706493
  1  Cl    0.293507  0.293507  0.293507
  2  I     0.5       0.5       0.5
  3  Cs    0         0         0",263.5857581257411,R-3m,166
"Full Formula (Cs2 Mg2 Cl6)
Reduced Formula: CsMgCl3
abc   :   7.413464   7.413464   6.269154
angles:  90.000000  90.000000 120.000000
Sites (10)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Mg    0         0         0
  1  Mg    0         0         0.5
  2  Cl    0.845944  0.691889  0.75
  3  Cl    0.845944  0.154056  0.75
  4  Cl    0.154056  0.308111  0.25
  5  Cl    0.308111  0.154056  0.75
  6  Cl    0.691889  0.845944  0.25
  7  Cl    0.154056  0.845944  0.25
  8  Cs    0.333333  0.666667  0.75
  9  Cs    0.666667  0.333333  0.25",368.58574978855285,P6_3/mmc,194
"Full Formula (Ca2 Br1 N1)
Reduced Formula: Ca2BrN
abc   :   7.257411   7.257411   7.257411
angles:  29.735647  29.735647  29.735647
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Ca    0.225424  0.225424  0.225424
  2  Ca    0.774576  0.774576  0.774576
  3  Br    0         0         0",451.58574319820394,R-3m,166
"Full Formula (Bi2 Sb2 O8)
Reduced Formula: BiSbO4
abc   :   4.987572   5.607017   6.559816
angles: 103.381018 112.343653  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.812704  0.536616  0.307236
  1  O     0.005468  0.963384  0.692764
  2  O     0.187296  0.463384  0.692764
  3  O     0.994532  0.036616  0.307236
  4  O     0.348116  0.81163   0.130179
  5  O     0.717937  0.68837   0.869821
  6  O     0.651884  0.18837   0.869821
  7  O     0.282063  0.31163   0.130179
  8  Sb    0         0         0
  9  Sb    0.5       0.5       0
 10  Bi    0.760597  0.25      0.5
 11  Bi    0.239403  0.75      0.5",727.5857212833093,C2/c,15
"Full Formula (La2 Br2 O2)
Reduced Formula: LaBrO
abc   :   4.151352   4.151352   7.668777
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.75  0.25  0
  1  O     0.25  0.75  0
  2  Br    0.25  0.25  0.640424
  3  Br    0.75  0.75  0.359576
  4  La    0.75  0.75  0.84332
  5  La    0.25  0.25  0.15668",476.58574121315917,P4/nmm,129
"Full Formula (Sr2 Br2 F2)
Reduced Formula: SrBrF
abc   :   4.256561   4.256561   7.504809
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Br    0.25  0.25  0.647022
  3  Br    0.75  0.75  0.352978
  4  Sr    0.75  0.75  0.815369
  5  Sr    0.25  0.25  0.184631",295.5857555848837,P4/nmm,129
"Full Formula (La2 Cl2 O2)
Reduced Formula: LaClO
abc   :   4.133867   4.133867   6.958362
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.75  0.25  0
  1  O     0.25  0.75  0
  2  Cl    0.25  0.25  0.630687
  3  Cl    0.75  0.75  0.369313
  4  La    0.75  0.75  0.826344
  5  La    0.25  0.25  0.173656",494.58573978392684,P4/nmm,129
"Full Formula (Sr2 N1 Cl1)
Reduced Formula: Sr2NCl
abc   :   7.458020   7.458020   7.458020
angles:  30.429542  30.429542  30.429542
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Cl    0         0         0
  2  Sr    0.770065  0.770065  0.770065
  3  Sr    0.229935  0.229935  0.229935",408.58574661248116,R-3m,166
"Full Formula (Ca2 P1 I1)
Reduced Formula: Ca2PI
abc   :   7.890638   7.890638   7.890638
angles:  31.701747  31.701747  31.701747
Sites (4)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  P     0.5      0.5      0.5           0.6
  1  Ca    0.77072  0.77072  0.77072       0.6
  2  Ca    0.22928  0.22928  0.22928       0.6
  3  I     0        0        0             0.6",289.5857560612945,R-3m,166
"Full Formula (Na2 Bi2 O6)
Reduced Formula: NaBiO3
abc   :   6.351104   6.351104   6.351104
angles:  53.146644  53.146643  53.146644
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.057607  0.704232  0.461919       0.6
  1  O     0.704232  0.461919  0.057607       0.6
  2  O     0.461919  0.057607  0.704232       0.6
  3  O     0.942393  0.295768  0.538081       0.6
  4  O     0.538081  0.942393  0.295768       0.6
  5  O     0.295768  0.538081  0.942393       0.6
  6  Na    0.137985  0.137985  0.137985       0.6
  7  Na    0.862015  0.862015  0.862015       0.6
  8  Bi    0.342651  0.342651  0.342651       0.6
  9  Bi    0.657349  0.657349  0.657349       0.6",553.5857350992212,R-3,148
"Full Formula (Sr2 Br1 N1)
Reduced Formula: Sr2BrN
abc   :   7.750107   7.750107   7.750107
angles:  29.580912  29.580912  29.580912
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Br    0         0         0
  2  Sr    0.772976  0.772976  0.772976
  3  Sr    0.227024  0.227024  0.227024",397.5857474859008,R-3m,166
"Full Formula (Rb2 Sn1 Cl6)
Reduced Formula: Rb2SnCl6
abc   :   7.364118   7.364118   7.364118
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.237494  0.762506  0.762506
  1  Cl    0.237494  0.762506  0.237494
  2  Cl    0.762506  0.237494  0.762506
  3  Cl    0.762506  0.237494  0.237494
  4  Cl    0.762506  0.762506  0.237494
  5  Cl    0.237494  0.237494  0.762506
  6  Rb    0.25      0.25      0.25
  7  Rb    0.75      0.75      0.75
  8  Sn    0         0         0",319.58575367924067,Fm-3m,225
"Full Formula (Cs2 Pt1 I6)
Reduced Formula: Cs2PtI6
abc   :   8.300127   8.300127   8.300127
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  I     0.768714  0.231286  0.768714         1
  1  I     0.231286  0.231286  0.768714         1
  2  I     0.768714  0.231286  0.231286         1
  3  I     0.231286  0.768714  0.231286         1
  4  I     0.231286  0.768714  0.768714         1
  5  I     0.768714  0.768714  0.231286         1
  6  Cs    0.25      0.25      0.25             1
  7  Cs    0.75      0.75      0.75             1
  8  Pt    0         0         0                1",177.58576495429523,Fm-3m,225
"Full Formula (Ba2 Br2 F2)
Reduced Formula: BaBrF
abc   :   4.577164   4.577164   7.568592
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Br    0.25  0.25  0.649149
  3  Br    0.75  0.75  0.350851
  4  Ba    0.75  0.75  0.807432
  5  Ba    0.25  0.25  0.192568",265.58575796693754,P4/nmm,129
"Full Formula (Ba2 Bi1 Sb1 O6)
Reduced Formula: Ba2BiSbO6
abc   :   6.103002   6.103002   6.103002
angles:  60.478296  60.478296  60.478296
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.271296  0.778852  0.685017
  1  O     0.778852  0.685017  0.271296
  2  O     0.685017  0.271296  0.778852
  3  O     0.728704  0.221148  0.314983
  4  O     0.314983  0.728704  0.221148
  5  O     0.221148  0.314983  0.728704
  6  Sb    0.5       0.5       0.5
  7  Ba    0.748704  0.748704  0.748704
  8  Ba    0.251296  0.251296  0.251296
  9  Bi    0         0         0",653.9614869773397,R-3,148
"Full Formula (Ba2 Ta1 Bi1 O6)
Reduced Formula: Ba2TaBiO6
abc   :   6.097277   6.097277   6.097277
angles:  60.586548  60.586548  60.586548
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.27449   0.781144  0.677965
  1  O     0.781144  0.677965  0.27449
  2  O     0.677965  0.27449   0.781144
  3  O     0.72551   0.218856  0.322035
  4  O     0.322035  0.72551   0.218856
  5  O     0.218856  0.322035  0.72551
  6  Ba    0.251184  0.251184  0.251184
  7  Ba    0.748816  0.748816  0.748816
  8  Ta    0.5       0.5       0.5
  9  Bi    0         0         0",745.5485956310678,R-3,148
"Full Formula (Cu2 Bi2 Se2 O2)
Reduced Formula: CuBiSeO
abc   :   3.949713   3.949713   9.067505
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.25  0.75  0
  1  O     0.75  0.25  0
  2  Cu    0.75  0.25  0.5
  3  Cu    0.25  0.75  0.5
  4  Se    0.25  0.25  0.672824
  5  Se    0.75  0.75  0.327176
  6  Bi    0.75  0.75  0.860179
  7  Bi    0.25  0.25  0.139821",437.5857443098292,P4/nmm,129
"Full Formula (Ba2 Bi1 Sb1 O6)
Reduced Formula: Ba2BiSbO6
abc   :   6.108700   6.108494   6.134004
angles:  60.381818  60.136370  59.998884
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.29558   0.239887  0.700894
  1  O     0.23636   0.760113  0.299106
  2  O     0.70442   0.760113  0.299106
  3  O     0.76364   0.239887  0.700894
  4  O     0.731421  0.323342  0.213816
  5  O     0.268579  0.676658  0.786184
  6  Sb    0.5       0.5       0.5
  7  Ba    0.24915   0.246855  0.254845
  8  Ba    0.75085   0.753145  0.745155
  9  Bi    0         0         0",652.5857272384436,C2/m,12
"Full Formula (Tl1 Cl1)
Reduced Formula: TlCl
abc   :   3.900812   3.900812   3.900812
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Cl    0.5  0.5  0.5
  1  Tl    0    0    0",155.58576670113467,Pm-3m,221
"Full Formula (P4 Os2)
Reduced Formula: P2Os
abc   :   2.948437   5.126944   5.935196
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  P     0.5  0.337553  0.872203
  1  P     0.5  0.662447  0.127797
  2  P     0    0.162447  0.372203
  3  P     0    0.837553  0.627797
  4  Os    0.5  0.5       0.5
  5  Os    0    0         0",470.5857416895698,Pnnm,58
"Full Formula (K1 Cl1)
Reduced Formula: KCl
abc   :   4.513881   4.513881   4.513881
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b     c    magmom
---  ----  ---  ---  ----  --------
  0  K     0    0    -0          -0
  1  Cl    0.5  0.5   0.5         0",141.58576781275983,Fm-3m,225
"Full Formula (Tl1 I1)
Reduced Formula: TlI
abc   :   4.287598   4.287598   4.287598
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  I     0.5  0.5  0.5
  1  Tl    0    0    0",66.58577376789428,Pm-3m,221
"Full Formula (Sr1 Cl2)
Reduced Formula: SrCl2
abc   :   4.983141   4.983141   4.983141
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Cl    0.75  0.75  0.75
  1  Cl    0.25  0.25  0.25
  2  Sr    0     0     0",201.58576304865227,Fm-3m,225
"Full Formula (Ca2 Cl4)
Reduced Formula: CaCl2
abc   :   4.208036   6.349271   6.505507
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a        b         c
---  ----  ---  -------  --------
  0  Cl    0.5  0.78209  0.175124
  1  Cl    0.5  0.21791  0.824876
  2  Cl    0    0.71791  0.675124
  3  Cl    0    0.28209  0.324876
  4  Ca    0.5  0.5      0.5
  5  Ca    0    0        0",257.5857586021519,Pnnm,58
"Full Formula (Li3 Bi1)
Reduced Formula: Li3Bi
abc   :   4.763715   4.763715   4.763715
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.75  0.75  0.75
  1  Li    0.5   0.5   0.5
  2  Li    0.25  0.25  0.25
  3  Bi    0     0     0",377.5857490739367,Fm-3m,225
"Full Formula (Ag1 Br1)
Reduced Formula: AgBr
abc   :   4.137727   4.137727   4.137727
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Br    0.5  0.5  0.5
  1  Ag    0    0    0",127.58576892438492,Fm-3m,225
"Full Formula (K1 Br1)
Reduced Formula: KBr
abc   :   4.739791   4.739791   4.739791
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0          -0
  1  Br    0.5  0.5  0.5         0",112.58577011541179,Fm-3m,225
"Full Formula (Li1 Br1)
Reduced Formula: LiBr
abc   :   3.898582   3.898582   3.898582
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Li    0    0    0
  1  Br    0.5  0.5  0.5",334.58575248821387,Fm-3m,225
"Full Formula (Ba8 I16)
Reduced Formula: BaI2
abc   :   5.418864  10.848847  18.051745
angles:  90.160434  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.247956  0.885267  0.127549         0
  1  Ba    0.752176  0.385552  0.122422         0
  2  Ba    0.747956  0.114733  0.372451         0
  3  Ba    0.747824  0.385552  0.622422         0
  4  Ba    0.252176  0.614448  0.377578         0
  5  Ba    0.247824  0.614448  0.877578         0
  6  Ba    0.752044  0.114733  0.872451         0
  7  Ba    0.252044  0.885267  0.627549         0
  8  I     0.750451  0.836182  0.760553         0
  9  I     0.752152  0.663974  0.011695         0
 10  I     0.248334  0.572079  0.679328         0
 11  I     0.250451  0.163818  0.739447         0
 12  I     0.750666  0.072798  0.571077         0
 13  I     0.747848  0.663974  0.511695         0
 14  I     0.748334  0.427921  0.820672         0
 15  I     0.247848  0.336026  0.988305         0
 16  I     0.751666  0.427921  0.320672         0
 17  I     0.252152  0.336026  0.488305         0
 18  I     0.749334  0.072798  0.071077         0
 19  I     0.249549  0.163818  0.239447         0
 20  I     0.749549  0.836182  0.260553         0
 21  I     0.250666  0.927202  0.928923         0
 22  I     0.251666  0.572079  0.179328         0
 23  I     0.249334  0.927202  0.428923         0",106.58577059182257,P2_1/c,14
"Full Formula (La2 Br6)
Reduced Formula: LaBr3
abc   :   8.127060   8.127060   4.512217
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Br    0.61088   0.697827  0.75
  1  Br    0.913053  0.61088   0.25
  2  Br    0.38912   0.302173  0.25
  3  Br    0.086947  0.38912   0.75
  4  Br    0.302173  0.913053  0.75
  5  Br    0.697827  0.086947  0.25
  6  La    0.666667  0.333333  0.75
  7  La    0.333333  0.666667  0.25",160.58576630412574,P6_3/m,176
"Full Formula (Na1 I1)
Reduced Formula: NaI
abc   :   4.618818   4.618818   4.618818
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Na    0    0    0
  1  I     0.5  0.5  0.5",119.58576955959923,Fm-3m,225
"Full Formula (K1 Cl1)
Reduced Formula: KCl
abc   :   3.839196   3.839196   3.839196
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0           0
  1  Cl    0.5  0.5  0.5         0",139.58576797156337,Pm-3m,221
